,dimension_1,dimension_2
5,-4.919486,-2.4904148
2,0.2265941,2.7905323
2,0.7880256,0.8027525
9,7.4218061,-2.5649037
0,1.4493032,7.6147257
3,-2.4003774,-3.9837091
9,5.238993,1.6517249
6,2.9204957,-9.917037
7,3.8339278,-3.9621066
2,-0.3011481,2.5575234
0,1.2417197,7.9487003
3,-2.3457804,-3.7043479
5,-6.5406492,-2.0296863
4,7.7914738,-0.2291392
3,-4.1327933,-3.2992219
6,1.3742148,-9.4847597
5,-5.9618684,-1.8106792
8,-4.5551106,0.5295463
9,5.3769587,1.3958558
5,-8.3429811,-1.8903184
4,6.8262593,-0.3898547
7,6.1419992,-3.9581585
4,7.5370587,0.355175
2,-0.0518772,2.532333
7,5.0129797,-1.7190048
3,-2.4461737,-4.0218361
4,6.9128186,-0.4196021
8,-5.0222913,2.3642639
9,4.9113773,0.5988015
1,-5.4686309,8.1389092
9,-2.9270902,-4.6362659
2,0.1875862,2.7441881
8,-4.286325,0.6779413
7,5.6719409,-4.0440076
9,5.0978954,0.9397428
1,-5.4113481,8.4039268
8,-4.2485072,-1.2441793
7,5.8836118,-4.7414024
4,5.3068257,-0.0317428
1,-6.141576,8.8018185
3,-3.674252,-5.117091
1,-5.7899574,7.7976798
1,-8.4458317,3.4352269
0,0.125385,8.1065856
2,0.0641257,-0.2950892
3,-2.3129096,-4.3379627
9,6.2339092,-1.4434052
4,7.8754227,-0.8068336
9,6.381208,-0.7709066
2,-0.4216175,2.1915971
1,-8.3185964,6.0712391
6,2.0208642,-9.8531116
8,-5.1381083,1.5896535
4,7.3783805,-0.185431
7,4.212801,-3.3520458
7,5.0626928,-3.7175411
4,6.8750331,0.0124296
4,7.6609795,-0.4574905
9,5.0795996,0.8649356
2,0.337513,2.7681156
5,-6.0916784,-1.5620527
7,6.1478998,-4.0260124
2,0.1784679,1.1683317
4,7.9402125,-0.795283
4,7.2729794,1.9930391
2,-0.2181757,2.403853
1,-9.2949609,5.0508417
9,6.9255399,-2.0638954
7,6.6312288,0.0109938
2,0.3129392,2.5979453
8,-4.0653621,-1.2476085
7,6.2985708,-4.3826474
6,0.7804107,-8.6351194
9,7.0394775,-2.5265193
2,-0.545279,0.3110461
2,0.6198558,2.6944312
3,-4.3005804,-4.344866
8,-4.4180733,1.9856363
1,-9.2611022,3.8054247
6,1.4095058,-9.7277337
5,-6.2227831,-2.0935115
1,-6.063707,9.0134441
1,-9.9806054,5.2568475
0,0.0627497,7.3113628
2,0.437978,1.0425406
6,1.1417946,-9.1853211
4,7.5551907,0.3068199
5,-7.9971226,-2.1209464
8,-4.3795134,-1.5928826
3,-2.5376819,-3.9812251
1,-9.3015636,3.5993648
5,-7.9761293,-2.0446247
1,-7.7886192,4.930487
9,7.3498116,-2.5815059
2,-0.1510931,0.2407719
7,6.8092846,-4.4235652
4,6.1658837,-1.5577262
4,7.8084454,-0.1997124
4,6.0331895,0.5332048
8,-4.3483915,2.4726291
1,-6.2295896,6.5652093
5,-8.6690942,-1.5426909
8,-9.0118088,-0.9345411
9,7.0412394,-2.2403824
5,-6.3919128,-2.3503379
6,1.3647251,-9.6537548
7,4.3170601,-3.8030522
9,7.3703333,-2.5557374
9,4.3802334,0.8008818
3,-2.2177949,-3.5660934
7,4.3278638,-2.4769083
0,0.2357564,7.4304511
9,4.6827957,0.8784438
0,0.051927,9.0287
6,1.3968871,-8.4677124
6,1.7338473,-9.5872898
2,0.2224978,1.9281842
3,-2.4322152,-3.7561977
9,5.0404027,1.8606574
0,-0.4565607,8.8224044
7,5.0641714,-1.791511
5,-8.5195753,-1.7049535
4,6.2519373,1.1003038
8,-4.8697393,2.6027625
0,0.0540816,9.4286408
9,6.2338195,-2.0896666
4,7.3340219,0.113757
1,-5.9462627,8.9759719
2,-8.9095934,3.2129899
8,-4.9058624,2.1707653
7,4.2730341,-1.4809447
1,-6.1577299,9.0966965
2,0.2073398,2.5828486
6,1.3552797,-9.778102
1,-7.8553797,5.3708775
0,1.3893205,7.3573726
3,-4.013976,-2.9640514
0,-0.4228078,7.5263351
1,-8.4608804,4.724969
1,-5.8846978,8.3736922
8,-4.3042961,1.7013286
2,0.127976,2.5926918
0,0.5078687,9.0832682
3,-3.6915497,-5.1583911
9,5.3591819,1.0353802
4,8.12546,0.3484258
0,-0.658965,8.5275152
5,-8.530797,-1.1118378
0,-0.0855605,9.4887978
6,1.1042734,-9.8668619
1,-5.6145118,6.9970951
7,6.3823632,-4.7478767
7,-0.9083253,8.8379648
8,-4.0486172,2.0320926
1,-9.0404726,3.5497043
9,7.7640242,-2.6639344
2,-0.2630772,-0.157122
0,-0.4145783,7.2689169
5,-6.7592133,-1.627098
1,-5.8073949,9.7533382
2,1.2149931,1.5304654
2,0.5093866,2.3669119
7,3.9163592,-3.9664278
3,-3.3126571,-4.4162839
5,-6.4632005,-1.4467507
4,8.6228743,-0.6122592
9,6.6630543,-0.6654619
7,6.6773035,-4.8167589
1,-9.9801532,5.034564
8,-4.184843,2.3596127
3,-4.8108895,-4.0939688
9,8.0283136,-3.06553
6,3.9363374,-9.8096252
0,-1.0048907,7.8611368
3,-4.1223791,-3.652383
1,-6.4382614,10.5761564
1,-5.8942761,8.4417725
2,0.30482,2.4749661
6,0.3782782,9.2985074
3,-3.1390749,-3.766546
5,-5.743424,-2.6580387
7,7.1874995,-5.0545888
6,1.5586119,-8.5745266
8,-4.4805159,1.9977174
3,4.3689225,-4.037781
9,8.022265,-3.0431281
5,-6.2096613,-1.6277736
8,-5.1973355,2.4689172
5,-5.3094439,-2.0728826
7,5.9572409,-3.7625941
6,3.8060769,-10.3207132
1,-5.8723147,9.4552915
1,-6.1288039,9.81805
3,-4.923077,2.1481587
1,-6.475421,7.8294072
7,7.1825456,-5.0004771
5,-7.1364575,-1.3108595
5,-8.5297984,-1.3680377
5,-5.8225727,-2.8884332
2,0.2045726,2.9475865
5,-5.7363618,-1.4826505
8,-4.2188766,1.6648184
7,5.4725205,-4.617082
0,-0.5746682,7.0093985
9,4.8880331,0.4573081
7,6.357794,-3.6759978
7,4.6543226,-3.8404806
5,-8.7957159,-1.1502965
0,-0.0645588,9.3466579
9,7.8181137,-2.7170178
0,0.024852,9.3249892
0,0.0351935,6.4155259
8,-3.3162752,-1.0745287
9,7.9986594,-3.0509066
2,-0.0026427,0.7219321
4,8.7731303,-0.8572147
8,-4.0617436,-0.2176998
1,-6.5397022,10.6569039
6,3.1541405,-9.1840123
1,-6.1183853,10.3277511
6,2.438076,-9.4896723
5,-8.457833,-1.6789631
1,-6.5073581,7.6330059
8,-4.2241335,1.0968278
3,-3.3905253,-5.1636221
4,8.496186,-0.4982807
0,1.3920575,7.0630843
5,-7.5442164,-1.1477727
5,-3.6193855,-3.7275857
8,-4.5162188,1.3350859
3,-3.4135223,-3.6751936
6,1.6202939,-8.9268788
2,0.5119938,2.3041088
3,-2.1204918,-4.0428991
9,5.006976,0.7155696
2,0.4187867,2.5531042
1,-7.0084121,5.9178381
1,-6.0528514,9.5094035
5,-4.9464659,-1.7768448
2,0.2429827,2.576703
1,-7.5195515,5.2892729
3,-2.2280687,-4.0022728
2,0.7124467,-0.203054
8,-4.854294,1.7033897
7,5.5208203,-5.206436
3,-2.3901078,-3.503847
7,3.7182244,-2.786711
2,0.1989233,2.661966
4,7.53549,0.4708407
6,1.0291706,-9.5589304
9,5.1354247,-0.3426529
7,6.9625975,-5.148303
2,-0.1752473,1.5818123
4,8.4917279,-0.8820443
2,0.6758095,1.2823703
8,-4.643217,1.6261618
1,-9.1334783,4.5655335
1,-5.4915613,9.1336556
3,-3.3275097,-5.0973744
8,-4.68051,2.2600616
4,3.933273,-0.8860755
0,-0.5088837,7.2121536
6,-6.0547262,-0.9355365
5,-8.0112972,-0.6633361
9,4.9319303,0.1597988
3,-2.1344663,-3.9841879
0,1.6861552,8.2031468
9,7.8630417,-3.3370672
2,0.2204223,1.3854155
4,8.9968295,-0.9634818
7,6.6423865,-5.3092604
1,-6.1480581,10.2338199
2,-1.3254587,0.018429
9,7.7630468,-2.6160485
4,6.6652357,-0.7169376
2,-0.1742072,2.6528387
6,3.5589059,-9.9522973
1,-5.6288457,9.7836457
8,-4.4557531,-0.7060882
9,7.926093,-3.082907
0,0.3186989,9.3327127
6,0.5899479,-9.2827185
6,1.2333371,-9.514679
7,7.0079191,-5.1400005
9,5.7387517,-1.5952647
9,8.0455632,-2.9951957
8,-4.720505,-0.5284328
0,-0.0904706,6.5544115
1,-5.9725171,6.1789001
4,8.7983805,-1.0292566
4,6.255506,2.818875
6,0.7036231,-9.5994127
7,3.9597869,-0.7420175
1,-5.6771809,9.0498519
5,4.0342228,-0.3850776
7,7.0108718,-5.0365979
0,1.4176703,8.4826886
3,-2.4924641,-4.1876689
5,-8.5154178,-1.425304
8,-4.092416,2.0915534
4,6.9246727,1.3297182
7,6.7859831,-5.120042
1,-8.598597,4.3917652
2,0.152057,2.4576224
5,-5.0445083,-2.419369
9,7.2177543,-2.5551314
5,-5.1522097,-1.8465306
6,0.6482338,-9.5246826
7,4.9915228,-4.5410255
5,-6.7322559,-1.1183317
9,7.2575897,-1.6117617
8,-3.6403927,0.9035185
8,-4.1031937,-0.943197
3,-2.3211557,-4.2346702
6,1.1612559,-8.2020542
9,8.0032862,-3.0738517
7,4.3568353,-2.5109992
0,0.1579536,6.5893182
7,5.1434494,-4.7252403
5,-2.2805382,-3.0602397
7,5.4061626,-4.39946
1,-5.8923419,9.9255743
1,-9.4419722,4.693004
0,0.4206676,7.1850801
7,3.8160279,-1.8077387
9,7.8606356,-3.1070285
2,-0.1524218,2.3502876
3,-2.8214987,-3.963616
7,-6.5035678,7.8539868
3,-3.4118556,-4.1744367
2,-0.9697377,-0.0125397
4,8.910925,-1.0602077
1,-7.0709265,6.9748995
6,0.2818456,-9.5021216
2,0.6941329,-0.1577775
7,6.954175,-5.0016041
5,-6.3104546,-2.5092533
5,-7.4560333,-1.5451633
7,4.1513021,-3.7511267
4,8.8529604,-0.947503
0,1.2823617,7.0498498
2,-0.27793,2.3619266
6,3.4383864,-10.3121249
3,-2.0550795,-4.0255774
6,1.4635425,-8.4014796
4,8.7796564,-1.3196349
0,1.2502393,7.9179077
4,8.7461944,-0.8146683
2,0.7351213,0.2487804
6,0.7278357,-9.6127711
0,1.3301616,7.2058099
0,-0.538678,6.4915863
0,1.4071659,8.8484829
0,0.3466008,7.1604212
3,-4.60047,-2.8505132
1,-5.5787205,9.1082926
6,0.4542514,-8.6952945
2,0.357879,2.6114381
2,-0.2921891,-0.0434889
3,-3.064273,-3.8668439
1,-6.6990745,5.7099626
4,8.2197303,0.286447
1,-9.8251463,5.0197366
5,-6.3563728,-2.6227142
4,7.846576,-0.2932206
6,1.5703956,-10.0525671
4,5.3815756,1.2712027
7,6.6169281,-4.6563981
2,0.0754772,1.5934109
8,-5.0435193,2.2553824
7,3.3398882,-1.7763954
9,6.3546558,-1.4750518
2,-0.0100388,0.2202839
0,0.3706723,7.28662
5,-5.2667106,-1.6270331
1,-5.6390634,9.0850994
4,6.6894597,1.8290397
2,1.2160137,1.5155457
8,-3.8597955,-0.1576717
3,-2.4173115,-3.8567211
2,-1.0931563,0.359142
4,8.3149523,0.0998724
1,-6.1186594,7.9827557
5,-5.5423606,-2.8338867
4,7.9439705,-0.2817819
6,1.6263797,-10.0952039
0,1.1039598,8.1126978
7,6.3362995,-3.7650066
9,5.2378508,2.5428395
8,-4.9885237,2.5210358
4,6.1163715,2.4178664
9,6.795832,-2.1034075
8,-4.3864073,0.0026753
0,0.0443327,7.5568384
1,-9.7892847,4.8620522
1,-6.0278533,9.5585179
0,0.5087032,6.3051381
2,0.2579673,2.6640576
2,0.0666175,0.6501451
3,-2.4219178,-3.9811651
2,0.6137101,2.4034444
4,8.512114,-0.0676391
4,4.0759628,-0.3330406
5,-5.6070191,-2.2588357
8,-8.9730465,3.8440077
6,0.831646,-9.8271052
5,-5.2380291,-1.763396
7,6.9469005,-4.5076866
7,3.676173,-2.7478772
8,-5.0242947,2.3052924
8,-4.096197,-0.6482781
9,6.7012382,-1.7636877
7,5.630538,-5.0257146
4,8.3231973,0.223785
7,3.9033947,-3.9378715
3,-2.3434736,-3.9775936
2,-0.1414209,0.2050869
0,-0.1917318,7.5128039
8,-3.8299688,-0.0301715
6,0.6292804,-9.8302816
8,-4.4612071,-0.5249014
6,0.4001452,-9.6572221
1,-9.1555961,3.631031
6,1.2901347,-10.0362292
8,-5.0400115,-0.2273605
9,7.0103826,-1.4214557
4,7.6378767,1.0008046
0,-0.2965326,7.1421176
9,6.0679029,-0.916914
0,-0.1426004,6.6671605
4,6.5028897,-1.1686334
1,-5.666269,9.6975844
5,-4.3913756,-4.7688849
4,8.6068236,-0.8360276
7,4.1762571,-2.6978046
5,-6.7589762,-2.3424775
3,-4.1890613,-4.2495171
7,7.0692763,-4.4244183
4,6.0118313,-1.6811346
9,7.304552,-2.098559
8,-3.6538376,0.6113307
5,-7.1621275,-2.20682
8,-3.8981108,0.3213795
6,0.9594744,-10.0593788
3,-4.6425382,-4.3833991
8,-4.2888077,1.9793101
6,2.7133879,-8.9105398
9,6.1286318,-0.7879893
9,4.8801404,2.2876372
1,-6.3846786,8.0923145
8,-4.4270103,0.4913151
3,-3.3873716,-3.8318077
5,-5.6904948,-2.3476281
8,-4.6911099,1.9981911
6,4.2557269,-10.2641733
5,-7.0726354,-2.0524245
9,6.9135559,-1.3701007
7,5.4283489,-4.4579096
2,-0.0216055,2.6196897
5,-7.8108631,-2.0893594
0,1.9416764,7.0741114
8,-4.4335909,1.7086472
5,6.7759805,-0.2165196
1,-6.2416717,9.252594
1,-8.6183258,4.2385156
0,-0.3730343,7.1363074
9,6.089712,-0.4635881
1,-6.2389001,9.2525596
8,-4.8489293,0.6273204
6,0.4570817,-9.7346537
7,3.7955143,-1.3942424
0,-0.294253,7.5929149
9,6.0839944,0.672794
3,-3.2964323,-3.859283
0,-0.3219249,8.7672884
8,-4.5177094,1.999364
8,-3.842542,-1.191656
9,6.7974277,-1.8167497
6,0.2154375,-9.3162965
7,6.6654737,-5.1283371
8,-4.2837789,1.1526316
4,8.0028336,-0.6016188
7,3.7267388,-3.4085379
5,-6.5895466,-2.4868693
9,6.1888707,-0.5118875
2,1.1838434,1.7138678
6,2.4305935,-9.059231
7,6.6693465,-5.0475422
4,7.026436,2.2360037
5,-6.420104,-2.5719847
9,5.6630788,-0.70194
2,1.0958047,1.3935534
3,-4.3089355,-4.8293502
1,-6.3550594,8.3469409
6,2.4885394,-8.8733467
3,-2.4254881,-4.0586656
9,4.7278349,0.4288647
2,1.1312656,1.4324446
2,-0.2317568,0.4940831
5,-5.9475447,-2.6977933
6,1.3153491,-9.0715494
8,-5.1975939,2.201467
0,0.7798486,7.9897898
7,5.501952,-4.2554993
7,3.4790508,-1.2749773
1,-6.1384437,10.0675227
9,6.9053939,-2.7226684
8,-4.5265487,2.0601885
7,4.2079385,-3.8218233
0,0.0818218,6.5216713
9,5.2490846,2.5791037
9,7.4271162,-2.0488283
4,6.8196264,2.7608025
6,0.6508037,-9.5558194
2,-0.6253202,0.0611804
8,-4.4662191,1.9307199
5,-5.8881049,-2.7691178
1,-6.3450036,8.3515448
4,7.0867292,0.3014382
1,-6.3146889,8.9482399
5,-5.2419547,-1.6580695
5,-5.7931428,-2.8696728
1,-8.9011059,4.8279774
7,6.3517316,-5.1016959
3,-3.6324228,-5.1613452
6,0.9352811,-9.6777125
4,6.5879585,2.7134929
3,-2.1798853,-3.9527976
2,0.5109336,7.4299176
5,-7.0157738,-2.2474621
6,-5.4750669,-1.3080575
4,8.313068,0.2213701
4,6.458575,2.8221382
0,0.2294848,6.8159932
4,1.609287,-9.7358779
4,8.3200454,0.3452196
6,0.5912978,-8.6836318
7,6.9166332,-4.2083804
2,5.3735857,1.0311044
4,8.330008,0.1743344
3,-3.5284737,-4.5190575
3,-2.559544,-3.4355384
8,-4.148729,1.7016509
0,-0.0326744,6.784398
0,0.3808445,7.5108629
3,-2.5223612,-4.0380794
2,0.3367709,0.8517121
2,1.3679454,1.3317904
9,6.4382455,-3.1197097
8,-4.6696382,2.1617333
2,-0.4903894,1.3259119
3,-2.3705746,-3.9224844
7,4.7364884,-3.9688968
0,0.6000744,6.6111598
1,-8.9918513,3.0083957
1,-6.0958366,8.7994006
0,0.2653442,9.4502316
2,0.1140576,2.5023625
3,-3.8892597,-3.9359202
3,-4.4832939,-3.555861
8,-3.9819886,0.0033954
4,7.1422031,1.3701566
3,-3.6417913,-5.2143274
5,-8.9109235,-1.1251896
7,5.8453902,-4.6947778
6,1.2111171,-9.4708129
4,6.8078254,2.6336833
7,5.1104744,-3.3462525
7,5.684215,-5.09094
8,-4.534335,2.0604799
5,-4.9826157,-2.0936858
9,6.9770854,-1.6329861
7,4.902568,-4.1784924
0,-0.2994888,6.5831898
3,-3.8553874,-4.1543947
1,-6.0414236,9.0218625
6,1.0918534,0.4116004
2,-0.2468934,2.6763828
4,7.807776,-1.4347875
3,-3.5322251,-3.9766
4,8.8240265,-0.7454703
4,8.2848061,0.0004939
7,3.9341854,-3.9235599
5,-8.7803149,-1.5294205
9,5.8877712,-1.5443914
6,0.8923445,-9.7952113
9,0.5219679,7.7852128
0,0.1529892,6.4066206
7,3.7537256,-2.6437505
1,-5.5398045,9.6947173
4,6.6371601,1.7249471
2,0.5301,2.6446757
7,3.8678979,-1.8236496
3,-2.9149902,-3.6010914
6,2.7996928,-10.1846674
7,6.9375625,-4.5122165
5,-6.5877899,-1.406191
8,-4.4909546,2.7146711
4,7.1731063,1.7808556
5,-8.7554137,-1.4538247
5,1.9738575,-9.0283413
2,0.6004834,2.7411433
7,6.6657434,-4.2134818
1,-6.0824974,9.4865807
1,-7.4472063,6.052679
5,-8.684341,-1.2548512
6,0.502647,-8.1641745
8,-4.3026042,2.1647974
5,-4.4311585,-2.1240895
8,-4.2288773,1.8338556
4,6.6302055,2.6540804
0,0.4202173,6.9723453
7,5.3720188,-4.4220091
9,6.6949029,-1.1333833
9,6.9508354,-1.8389384
2,0.4946565,2.8377917
9,4.6098347,0.5401953
7,6.631837,-3.9428789
7,4.9275705,-3.9954699
8,-4.7447185,2.9687467
7,4.2262838,-3.6119323
4,8.8657019,-0.9594176
2,-0.8979087,-0.0192666
6,-0.2916206,-9.1822278
9,5.3438027,1.2779903
1,-5.9442311,9.3207493
7,4.9956287,-3.303115
0,0.37303,6.2926369
